Designator,Footprint,Quantity,Value,LCSC Part #
C1,0805,1,1uF,
C2,0805,1,0.1uF,
C3,0805,1,0.22uF,
J1,Hirose_FH26-15S-0.3SHW_2Rows-15Pins-1MP_P0.60mm_Horizontal,1,Conn_01x15,
J2,"TerminalBlock_Phoenix_MKDS-1,5-2-5.08_1x02_P5.08mm_Horizontal",1,Conn_01x02,
J3,PinHeader_1x06_P2.54mm_Vertical,1,Conn_01x06,
U1,DFN-8-1EP_2x2mm_P0.5mm_EP0.6x1.2mm,1,~,
U2,SOT-223-3_TabPin2,1,L7805,
